Date	Hour	Temp [C]	Prec [mm]	RHave [%]	Wind [m/s]	Rad (W/m^2)
14/06/2013	17	28	0	35	2.4	321.2
14/06/2013	18	26.7	0	40	3	102.5
14/06/2013	19	24.5	0	48	2.3	15
14/06/2013	20	22.3	0	58	2.3	0.2
14/06/2013	21	22.1	0	59	2	0.2
14/06/2013	22	21.9	0	61	1.3	0
15/06/2013	23	20.6	0	66	1.1	0
15/06/2013	00	19.3	0	74	1.1	0
15/06/2013	01	18.2	0	80	0.5	0
15/06/2013	02	17.4	0	84	0.2	1.8
15/06/2013	03	16.6	0	87	2	0.5
15/06/2013	04	16.6	0	86	1.7	9.5
15/06/2013	05	17.8	0	83	2.4	70.6
15/06/2013	06	20.5	0	75	4.3	240.5
15/06/2013	07	22.7	0	67	3.7	418.9
15/06/2013	08	24.7	0	60	3.3	600.7
15/06/2013	09	26.3	0	55	2.6	753.3
15/06/2013	10	27.7	0	49	1.9	866.8
15/06/2013	11	28.7	0	48	1.3	917.6
15/06/2013	12	29.8	0	48	1	916.7
15/06/2013	13	30.4	0	45	1.5	768.5
15/06/2013	14	30.9	0	44	1	722.8
15/06/2013	15	30.9	0	43	2.7	629.1
15/06/2013	16	30.8	0	44	2.8	444.5
15/06/2013	17	29.8	0	48	4.3	273.5
15/06/2013	18	28.2	0	52	2.3	89.5
15/06/2013	19	26.2	0	59	2.3	22.4
15/06/2013	20	23.8	0	63	1.7	0
15/06/2013	21	22	0	67	2.4	0
15/06/2013	22	21.2	0	67	1.4	0
16/06/2013	23	20.6	0	68	2.1	1.6
16/06/2013	00	19.4	0	74	0.8	0
16/06/2013	01	18.4	0	81	1.7	2.8
16/06/2013	02	18.4	0	82	2.2	0.7
16/06/2013	03	18.6	0	80	2.1	0
16/06/2013	04	18.3	0	82	2.1	9.2
16/06/2013	05	19.9	0	77	2	81.9
16/06/2013	06	22.8	0	67	2.9	231.5
16/06/2013	07	24.4	0	63	3.4	416.3
16/06/2013	08	25.8	0	60	3.6	580.2
16/06/2013	09	27.2	0	54	3.6	753.5
16/06/2013	10	28.5	0	51	3.1	868
16/06/2013	11	29.6	0	49	1.7	935.4
16/06/2013	12	30.4	0	46	0.9	941.1
16/06/2013	13	31.4	0	44	1.8	904.7
16/06/2013	14	31.9	0	42	1.4	817.2
16/06/2013	15	31.9	0	40	1.8	679.2
16/06/2013	16	32.6	0	38	1.2	504.3
16/06/2013	17	32.4	0	38	0.7	318.7
16/06/2013	18	31.1	0	43	1.6	115.4
16/06/2013	19	28	0	52	2.5	20.3
16/06/2013	20	25.2	0	56	1.4	1.2
16/06/2013	21	23.5	0	64	1.7	0
16/06/2013	22	22.4	0	67	1.8	0
17/06/2013	23	21.7	0	68	1.6	0
17/06/2013	00	20.6	0	74	1.5	0.2
17/06/2013	01	19.9	0	76	0.8	1.2
17/06/2013	02	18.9	0	81	1.7	0
17/06/2013	03	18.2	0	84	1	0
17/06/2013	04	18.1	0	84	2.1	8.3
17/06/2013	05	19.5	0	82	1.4	85.2
17/06/2013	06	22.5	0	69	2.6	237.5
17/06/2013	07	24.7	0	63	2.2	422.1
17/06/2013	08	26.5	0	61	2.3	597.5
17/06/2013	09	28.1	0	58	2.3	748.2
17/06/2013	10	29.6	0	54	1.5	858
17/06/2013	11	30.8	0	48	1.5	914.6
17/06/2013	12	31.8	0	45	0.9	934.4
17/06/2013	13	33	0	41	1	890.1
17/06/2013	14	33.7	0	38	1.1	799
17/06/2013	15	33.9	0	38	1.1	662.1
17/06/2013	16	33.9	0	37	0.4	479.3
17/06/2013	17	32.7	0	42	4.3	309.5
17/06/2013	18	30.1	0	49	3.4	124.4
17/06/2013	19	27.6	0	57	2.5	23.8
17/06/2013	20	25.6	0	63	2.4	0
17/06/2013	21	24.5	0	66	2.8	0
17/06/2013	22	23.6	0	68	0.9	0
18/06/2013	23	22.6	0	72	1.3	0.2
18/06/2013	00	21.6	0	77	1.2	0.5
18/06/2013	01	20.7	0	81	0.5	0
18/06/2013	02	20.2	0	83	0.7	0
18/06/2013	03	19.6	0	86	0.6	0
18/06/2013	04	19.1	0	88	0.5	7.8
18/06/2013	05	20.4	0	87	0.6	82.6
18/06/2013	06	23.8	0	74	1.5	225.2
18/06/2013	07	26.2	0	62	1.4	400.6
18/06/2013	08	28	0	58	1	585
18/06/2013	09	29.7	0	54	0.5	721.7
18/06/2013	10	31.5	0	49	0.7	841.9
18/06/2013	11	32.8	0	45	1.2	912.3
18/06/2013	12	33.5	0	43	1.9	919
18/06/2013	13	34.1	0	39	2.5	887.4
18/06/2013	14	33.9	0	41	3.2	737.8
18/06/2013	15	33.7	0	42	4.3	657.5
18/06/2013	16	32.8	0	42	5.1	533.6
18/06/2013	17	31.7	0	44	4.3	344.1
18/06/2013	18	30.5	0	46	4.2	175.4
18/06/2013	19	28.1	0	52	3.2	31.4
18/06/2013	20	25.5	0	60	2.7	0
18/06/2013	21	24.1	0	67	1.3	0.2
18/06/2013	22	23	0	73	1.1	0.7
19/06/2013	23	22.4	0	77	1.2	0
19/06/2013	00	22.1	0	79	0.5	0.9
19/06/2013	01	21.4	0	83	1.4	0
19/06/2013	02	20.9	0	85	0.3	0
19/06/2013	03	20.5	0	87	1	2.1
19/06/2013	04	20.6	0	88	0.7	6.5
19/06/2013	05	21.7	0	87	0.6	83.1
19/06/2013	06	23.9	0	78	0.5	221.6
19/06/2013	07	26.4	0	68	0.8	408
19/06/2013	08	28.6	0	61	1.7	587.8
19/06/2013	09	30.3	0	53	1.8	745.2
19/06/2013	10	31.9	0	46	1.8	856.7
19/06/2013	11	32.9	0	41	2	924.5
19/06/2013	12	33.7	0	37	1.7	932.1
19/06/2013	13	34.3	0	36	4.2	894.3
19/06/2013	14	33.4	0	41	2.5	670
19/06/2013	15	31.1	0	50	3.6	151.4
19/06/2013	16	31.4	0	48	4.6	401.3
19/06/2013	17	31.7	0	43	3.8	324.2
19/06/2013	18	30.6	0	48	2.9	117.5
19/06/2013	19	27.6	0	58	2.5	9.2
19/06/2013	20	25.8	0	65	2.3	0
19/06/2013	21	23.7	0	72	1.2	0
19/06/2013	22	22.9	0	77	1.4	1.4
20/06/2013	23	22	0	82	1.1	0
20/06/2013	00	20.1	0	87	0.6	0
20/06/2013	01	19.5	0	89	1.5	3
20/06/2013	02	18.8	0	89	0.9	0
20/06/2013	03	18.6	0	90	0.9	0.5
20/06/2013	04	18.4	0	90	0.9	9.7
20/06/2013	05	19.4	0	89	0.4	82.9
20/06/2013	06	22.4	0	74	0.6	257.1
20/06/2013	07	25.6	0	60	1.2	438.9
20/06/2013	08	28.2	0	50	2.2	615.5
20/06/2013	09	29.6	0	46	2	771.5
20/06/2013	10	31.2	0	42	2.2	880.9
20/06/2013	11	32.3	0	38	2.5	937.4
20/06/2013	12	33.6	0	34	1.7	933
20/06/2013	13	34.6	0	31	4.9	881.4
20/06/2013	14	34.8	0	28	5.2	831.7
20/06/2013	15	34.6	0	28	4.8	688.2
20/06/2013	16	34	0	31	4.5	527.1
20/06/2013	17	33.2	0	32	4.9	321.5
20/06/2013	18	31.4	0	39	1.6	122.3
20/06/2013	19	29.1	0	43	1.6	21.2
20/06/2013	20	26.8	0	49	2.6	0
20/06/2013	21	24.1	0	59	1.4	0
20/06/2013	22	23	0	58	2.8	0
21/06/2013	23	23.3	0	47	3.2	0
21/06/2013	00	21.7	0	51	2.7	0
21/06/2013	01	21.1	0	55	2.7	0
21/06/2013	02	21.6	0	50	1.6	0
21/06/2013	03	18.7	0	64	1.6	0
21/06/2013	04	17.5	0	72	1.4	8.8
21/06/2013	05	19.5	0	69	1.9	81.9
21/06/2013	06	22.7	0	62	2.4	245.1
21/06/2013	07	24.8	0	57	2.2	431.8
21/06/2013	08	26.2	0	53	1.7	610.4
21/06/2013	09	27.4	0	48	1.7	764.3
21/06/2013	10	28.8	0	42	0.9	878.8
21/06/2013	11	29.4	0	40	1.8	865.9
21/06/2013	12	29.7	0	38	1.5	869.1
21/06/2013	13	30.7	0	35	1	887.8
21/06/2013	14	30.9	0	34	1.4	671.8
21/06/2013	15	31	0	34	1.5	634
21/06/2013	16	30.8	0	31	3.6	536.6
21/06/2013	17	29.9	0	33	4.1	334.4
21/06/2013	18	28.5	0	36	3.7	127.6
21/06/2013	19	25.6	0	38	2.1	24
21/06/2013	20	22.1	0	48	2.8	0
21/06/2013	21	20.6	0	54	1.8	0
21/06/2013	22	19	0	63	1	0.9
22/06/2013	23	17.9	0	70	0.2	0
22/06/2013	00	18.6	0	63	1	0.7
22/06/2013	01	17.8	0	64	1.8	2.1
22/06/2013	02	16	0	71	2.8	0.2
22/06/2013	03	15.2	0	73	2.3	0
22/06/2013	04	14.3	0	76	1.4	11.5
22/06/2013	05	16.4	0	71	1.6	103.4
22/06/2013	06	20.4	0	58	3.3	272.1
22/06/2013	07	22.5	0	50	3.9	464.3
22/06/2013	08	24.2	0	46	2.8	648.5
22/06/2013	09	25.7	0	44	2.8	796.4
22/06/2013	10	27.1	0	39	3.4	915.7
22/06/2013	11	28	0	36	3.8	985.2
22/06/2013	12	28.6	0	35	3.4	906.7
22/06/2013	13	29.8	0	33	2.4	953.8
22/06/2013	14	30.2	0	31	2.7	800.3
22/06/2013	15	30	0	34	3.5	649.6
22/06/2013	16	29.9	0	36	2.9	414.3
22/06/2013	17	28.8	0	40	2.8	275.8
22/06/2013	18	27.6	0	43	4.1	127.9
22/06/2013	19	25.7	0	46	3.5	23.8
22/06/2013	20	24.6	0	49	3.2	0
22/06/2013	21	21.6	0	58	1.9	0
22/06/2013	22	19.2	0	68	1.4	0
23/06/2013	23	18.5	0	70	2.1	0.2
23/06/2013	00	17.5	0	72	1.6	0
23/06/2013	01	16.6	0	78	1.8	0
23/06/2013	02	15.8	0	81	0.2	0
23/06/2013	03	14.7	0	84	1.3	0
23/06/2013	04	15.1	0	81	2.4	8.5
23/06/2013	05	17.6	0	70	2.5	91.6
23/06/2013	06	20.9	0	60	2.6	258.9
23/06/2013	07	23	0	53	2.3	443.3
23/06/2013	08	24.5	0	46	2.4	633.5
23/06/2013	09	26.1	0	42	2.2	783
23/06/2013	10	27.2	0	41	2.4	894.7
23/06/2013	11	28.4	0	40	2.7	958.9
23/06/2013	12	29.3	0	38	2.9	964.7
23/06/2013	13	29.9	0	37	1.7	931.2
23/06/2013	14	30.6	0	36	2.4	847.4
23/06/2013	15	30.3	0	39	4	709
23/06/2013	16	29.5	0	40	5.3	482.8
23/06/2013	17	28.7	0	37	4.9	295.2
23/06/2013	18	27.3	0	35	3.7	137.5
23/06/2013	19	25	0	40	2.6	21.7
23/06/2013	20	23.2	0	45	2.8	0
23/06/2013	21	21.8	0	51	2	0
23/06/2013	22	20.2	0	60	1.4	0
24/06/2013	23	18.6	0	69	0.8	0.2
24/06/2013	00	17.4	0	73	0.3	0
24/06/2013	01	16.1	0	81	0.5	0
24/06/2013	02	16.6	0	79	1.8	0.5
24/06/2013	03	17.1	0	70	1	0
24/06/2013	04	16.9	0	75	1.4	6.9
24/06/2013	05	18.2	0	70	2	69.9
24/06/2013	06	21.2	0	60	3	264.7
24/06/2013	07	22.3	0	57	4.5	298.4
24/06/2013	08	22.9	0	59	4.4	507
24/06/2013	09	23.6	0	52	5.1	585.7
24/06/2013	10	23.7	0	52	5.8	848.6
24/06/2013	11	23.7	0	50	5.6	1046.8
24/06/2013	12	23.4	0	52	5.3	699
24/06/2013	13	23.7	0	51	5.7	806.4
24/06/2013	14	23.3	0	49	3.5	395.8
24/06/2013	15	22.3	0	52	4.3	152.5
24/06/2013	16	19.6	0.6	66	1.6	49.8
24/06/2013	17	19.6	0	71	0.8	99.9
24/06/2013	18	19.5	0	70	1.5	17.8
24/06/2013	19	18.5	0	79	1.9	12.5
24/06/2013	20	17.7	0	82	2.3	1.4
24/06/2013	21	17.7	0	80	1.9	0
24/06/2013	22	17.5	0	81	1.5	0
25/06/2013	23	15.7	0	85	2	0
25/06/2013	00	14.4	0	87	0.9	0
25/06/2013	01	13.5	0	89	1.4	0
25/06/2013	02	12.7	0	89	1.2	0
25/06/2013	03	11.8	0	90	1	0
25/06/2013	04	11.6	0	90	1.3	8.8
25/06/2013	05	12.9	0	90	1.1	64.9
25/06/2013	06	14.5	0	88	1.5	132.5
25/06/2013	07	17.6	0	75	3.2	408.9
25/06/2013	08	20.6	0	58	3.2	627
25/06/2013	09	22.7	0	52	3.3	778
25/06/2013	10	24.2	0	44	3.1	913
25/06/2013	11	25.8	0	36	2.3	988
25/06/2013	12	27.1	0	32	1.9	1005.3
25/06/2013	13	27.8	0	28	2.9	968.4
25/06/2013	14	28.3	0	26	3.3	887.6
25/06/2013	15	26.8	0	31	5.9	533.1
25/06/2013	16	26.4	0	34	4.7	499.6
25/06/2013	17	25.3	0	37	5.2	291.7
25/06/2013	18	22.2	0	47	4.4	51.2
25/06/2013	19	20.7	0	53	2.7	18.2
25/06/2013	20	18.7	0	63	3	0
25/06/2013	21	20.6	0	54	6	0
25/06/2013	22	19.5	0	55	5.8	0
26/06/2013	23	18.3	0.6	62	3.4	0
26/06/2013	00	16.3	0	72	1.9	0
26/06/2013	01	15.3	0	77	2.2	0
26/06/2013	02	15.7	0	76	1.3	0
26/06/2013	03	15.5	0	80	2.5	0
26/06/2013	04	15	7.4	84	1.6	0
26/06/2013	05	14.3	5	89	1.5	0.9
26/06/2013	06	14.3	1.6	90	2.5	42.2
26/06/2013	07	14.8	0	88	2.1	108
26/06/2013	08	16.6	0	80	1.3	377.1
26/06/2013	09	18.5	0	70	2.3	500.1
26/06/2013	10	19.3	0	69	2.3	528.7
26/06/2013	11	18.5	0	71	2.4	386.8
26/06/2013	12	21.1	0	56	1.9	933.7
26/06/2013	13	22.2	0	54	2.4	882.3
26/06/2013	14	23.1	0	48	1.6	847.4
26/06/2013	15	23.1	0	44	2.6	548.1
26/06/2013	16	22.7	0	46	2.3	385.6
26/06/2013	17	22.3	0	50	2.3	272.8
26/06/2013	18	21.6	0	50	0.7	132.2
26/06/2013	19	19.7	0	64	1.3	25.4
26/06/2013	20	16.9	0	74	0.5	0
26/06/2013	21	14.9	0	83	0.5	0
26/06/2013	22	14.3	0	84	1.2	0
27/06/2013	23	15	0	81	1.7	0
27/06/2013	00	15.2	0	83	1.7	0
27/06/2013	01	15	0	84	1.6	0
27/06/2013	02	14.9	0	84	1.9	0
27/06/2013	03	14.2	0	83	1.7	0
27/06/2013	04	13.8	0	80	1.8	6
27/06/2013	05	14	0	80	1.1	65.8
27/06/2013	06	15.2	0	79	1.3	187.2
27/06/2013	07	16.9	0	74	1.3	325.9
27/06/2013	08	19.2	0	65	1.2	568.4
27/06/2013	09	20.8	0	58	0.9	576.3
27/06/2013	10	22.2	0	54	1.5	801.5
27/06/2013	11	22.4	0	53	3.5	753.7
27/06/2013	12	22.7	0	50	2.7	715.7
27/06/2013	13	23.6	0	48	2.8	874.7
27/06/2013	14	23.2	0	48	3.4	560.1
27/06/2013	15	22.6	0	50	2.5	433.9
27/06/2013	16	21.5	0	51	3.2	214.4
27/06/2013	17	20.7	0	52	3	117.7
27/06/2013	18	19.6	0	59	0.6	15.2
27/06/2013	19	17.1	1.8	83	0.9	1.4
27/06/2013	20	16.3	0.2	86	1.8	1.2
27/06/2013	21	15.9	4.8	84	5.1	2.5
27/06/2013	22	13.9	5.4	90	3.1	0.7
28/06/2013	23	13.7	2.6	91	1.5	0.2
28/06/2013	00	13.5	0.8	91	1.9	0
28/06/2013	01	13.6	0	91	1.6	0
28/06/2013	02	13.7	0	91	2.2	0.9
28/06/2013	03	13.7	0	91	2.5	0
28/06/2013	04	13.7	0.8	91	1.1	0
28/06/2013	05	13.8	0.2	91	0.9	10.6
28/06/2013	06	13.5	0.2	91	0.9	15.5
28/06/2013	07	13.8	0	91	1.3	46.6
28/06/2013	08	14	0	90	1.5	99.5
28/06/2013	09	14.6	0	87	2.5	150.7
28/06/2013	10	15.5	0	79	2.8	299.6
28/06/2013	11	15.6	0	80	3.4	277.2
28/06/2013	12	16	0	77	4.2	323.1
28/06/2013	13	17	0	71	3.3	385.9
28/06/2013	14	19.1	0	64	3	552.3
28/06/2013	15	19.5	0	61	2.2	493.9
28/06/2013	16	19.9	0	56	1.8	383.3
28/06/2013	17	20.3	0	53	2.6	359.8
28/06/2013	18	19.9	0	54	2.6	178.2
28/06/2013	19	18	0	66	2.1	36.2
28/06/2013	20	14.8	0	82	1.2	0
28/06/2013	21	13.4	0	85	1.5	0
28/06/2013	22	12.6	0	87	1.1	0
29/06/2013	23	11.8	0	88	1.7	0
29/06/2013	00	11.2	0	88	2.2	0
29/06/2013	01	11	0	88	1.7	0
29/06/2013	02	10.4	0	89	2.1	0.5
29/06/2013	03	10.6	0	90	2.2	0
29/06/2013	04	10.3	0	90	2	4.4
29/06/2013	05	11.3	0	88	2.5	104.8
29/06/2013	06	13.3	0	82	3.7	234.2
29/06/2013	07	16.1	0	73	3.4	438.9
29/06/2013	08	18.6	0	65	2.9	628.2
29/06/2013	09	20.8	0	58	3.2	801.3
29/06/2013	10	22.1	0	51	2.3	871.9
29/06/2013	11	23	0	45	2.1	812.6
29/06/2013	12	23.7	0	42	1.6	977.1
29/06/2013	13	23.8	0	41	0.7	704.8
29/06/2013	14	24.4	0	39	1.7	647.3
29/06/2013	15	23.7	0	41	2.2	364.9
29/06/2013	16	22.7	0	46	2.7	170.8
29/06/2013	17	22.7	0	48	2.4	225.5
29/06/2013	18	23.1	0	43	2.5	229.4
29/06/2013	19	20.4	0	62	1.5	32.1
29/06/2013	20	16.5	0	82	0.9	0
29/06/2013	21	14.7	0	86	1.4	0
29/06/2013	22	13.7	0	87	1	0.2
30/06/2013	23	13.1	0	88	1.1	0
30/06/2013	00	12.8	0	88	0.9	0
30/06/2013	01	12	0	88	1	0
30/06/2013	02	11.7	0	88	1.4	0
30/06/2013	03	11.1	0	89	0.4	0
30/06/2013	04	10.7	0	90	0.9	2.1
30/06/2013	05	12.1	0	90	0.5	71.8
30/06/2013	06	15.1	0	85	1.5	243.9
30/06/2013	07	18.2	0	74	2.3	432
30/06/2013	08	20.9	0	61	2.4	619.9
30/06/2013	09	22.8	0	54	2.4	775
30/06/2013	10	24.3	0	48	1.9	898.7
30/06/2013	11	25.5	0	43	1.7	971.4
30/06/2013	12	26.4	0	38	0.9	991
30/06/2013	13	27.5	0	36	1.6	942.7
30/06/2013	14	28	0	32	1.4	863.6
30/06/2013	15	28.2	0	32	1	713.3
30/06/2013	16	28.3	0	31	1.5	536.1
30/06/2013	17	27.7	0	35	3.8	346.2
30/06/2013	18	25.5	0	44	3.2	132.5
30/06/2013	19	22.8	0	50	2.5	22.8
30/06/2013	20	20.3	0	55	3.2	0
30/06/2013	21	18.3	0	62	2.7	0
30/06/2013	22	17	0	70	2.6	0
01/07/2013	23	16.5	0	75	2.2	0
01/07/2013	00	16	0	77	1.4	0
01/07/2013	01	15.2	0	81	0.6	0.2
01/07/2013	02	14.2	0	85	1	0
01/07/2013	03	13.6	0	88	0.9	0
01/07/2013	04	13.1	0	89	1.6	3
01/07/2013	05	14.1	0	88	1.2	80.3
01/07/2013	06	17.8	0	75	1.3	237.5
01/07/2013	07	20.5	0	66	1.7	424.6
01/07/2013	08	22.9	0	58	2.4	610.9
01/07/2013	09	24.8	0	52	2.4	773.3
01/07/2013	10	26.7	0	43	2.9	892.9
01/07/2013	11	27.8	0	38	3	958.7
01/07/2013	12	28.1	0	34	2.1	982
01/07/2013	13	28.5	0	35	3.2	945.7
01/07/2013	14	28.6	0	39	3.1	859.4
01/07/2013	15	28.4	0	39	3.4	713.6
01/07/2013	16	27.7	0	40	4.1	533.1
01/07/2013	17	26.9	0	41	3.7	343.2
01/07/2013	18	25.7	0	45	3	141
01/07/2013	19	23.4	0	54	1.5	29.1
01/07/2013	20	20.1	0	68	0.7	0
01/07/2013	21	18.7	0	77	1.1	0
01/07/2013	22	18	0	82	0.5	0
02/07/2013	23	17.4	0	84	0.8	0
02/07/2013	00	16.6	0	86	0.4	0
02/07/2013	01	15.6	0	89	0.4	0
02/07/2013	02	14.8	0	90	0.7	0
02/07/2013	03	14.1	0	90	0.7	0
02/07/2013	04	13.9	0	91	1.5	4.4
02/07/2013	05	15.2	0	91	1.1	74.3
02/07/2013	06	17.5	0	88	1.5	219
02/07/2013	07	19.5	0	78	2.3	399
02/07/2013	08	22	0	72	1.5	586.4
02/07/2013	09	24	0	69	1.6	739.2
02/07/2013	10	25.9	0	61	1.6	863.1
02/07/2013	11	27.4	0	57	1.9	936.3
02/07/2013	12	28.5	0	52	1.6	908.8
02/07/2013	13	28.7	0	49	1.6	635.3
02/07/2013	14	30.3	0	41	1.5	864.5
02/07/2013	15	30.6	0	36	1.3	701.8
02/07/2013	16	31	0	34	0.8	516.7
02/07/2013	17	28.7	0	52	3.6	327.9
02/07/2013	18	27.2	0	54	3.1	132.9
02/07/2013	19	25.1	0	60	1.4	25.6
02/07/2013	20	22.5	0	66	2.9	0
02/07/2013	21	20.8	0	69	2.6	0
02/07/2013	22	19.5	0	70	2.2	1.2
03/07/2013	23	18.3	0	74	1.6	0.9
03/07/2013	00	17.6	0	76	2.8	0
03/07/2013	01	18	0	71	0.8	0
03/07/2013	02	16.1	0	83	1.3	0
03/07/2013	03	15.7	0	86	1	0
03/07/2013	04	15.6	0	87	1.4	7.2
03/07/2013	05	16.3	0	87	1.3	50.5
03/07/2013	06	18.9	0	82	1.1	234.7
03/07/2013	07	22.9	0	59	2	429.3
03/07/2013	08	25.2	0	49	1.6	523.9
03/07/2013	09	27.1	0	43	1.9	759.7
03/07/2013	10	28.1	0	36	1.2	807.7
03/07/2013	11	29.2	0	32	1.9	952.4
03/07/2013	12	30.1	0	29	1.1	929.8
03/07/2013	13	30.7	0	29	1.3	865.4
03/07/2013	14	30.3	0	32	1.9	525.7
03/07/2013	15	28.9	0	37	1.6	274.4
03/07/2013	16	28.2	0	44	1.1	147.7
03/07/2013	17	28	0	40	3.2	246.5
03/07/2013	18	26.2	0	46	1.8	50.8
03/07/2013	19	24.6	0	54	2.1	11.1
03/07/2013	20	23.2	0	54	1.7	0
03/07/2013	21	21.1	0	67	2	0
03/07/2013	22	20.8	0	66	1.6	0
04/07/2013	23	19.9	0	71	1.1	0
04/07/2013	00	19.3	0	74	2	0
04/07/2013	01	20.2	0	64	1.9	1.4
04/07/2013	02	20.4	0	63	1.7	0
04/07/2013	03	18.4	0	72	2.2	0
04/07/2013	04	17.6	0	77	1.8	7.6
04/07/2013	05	18.7	0	72	2.6	47.1
04/07/2013	06	20.3	0	65	3.5	203.5
04/07/2013	07	22.1	0	63	2.9	393.7
04/07/2013	08	23.5	0	61	2.6	507.7
04/07/2013	09	25.3	0	57	2.3	742.7
04/07/2013	10	26.6	0	54	2.6	860.8
04/07/2013	11	27.9	0	52	1.6	924.3
04/07/2013	12	28.7	0	47	2	741.7
04/07/2013	13	29.6	0	43	2.5	715.2
04/07/2013	14	30.3	0	39	2.2	700.4
04/07/2013	15	30.7	0	34	2.7	696.5
04/07/2013	16	28.9	0	42	3.2	375.5
04/07/2013	17	27.7	0	48	2.2	311.8
04/07/2013	18	27.4	0	52	1.7	126.9
04/07/2013	19	24.2	0	65	1.2	18.5
04/07/2013	20	20.8	0	79	1.6	0
04/07/2013	21	19.2	0	84	0.8	0
04/07/2013	22	18.8	0	84	1.2	1.2
05/07/2013	23	18.5	0	83	1.3	0
05/07/2013	00	17.5	0	85	1.7	0
05/07/2013	01	17.5	0	86	2.2	0
05/07/2013	02	17.6	0	85	2.4	0.2
05/07/2013	03	17.2	0	85	1.4	0
05/07/2013	04	16	0	87	0.9	4.6
05/07/2013	05	16.9	0	87	1.9	77.3
05/07/2013	06	20	0	81	1.5	222.9
05/07/2013	07	23.1	0	70	2.4	411.3
05/07/2013	08	25.3	0	61	1	588.7
05/07/2013	09	27.1	0	54	1.2	739.4
05/07/2013	10	28.8	0	48	2.2	821.4
05/07/2013	11	29.9	0	47	1.8	894
05/07/2013	12	30.8	0	36	1.1	855.3
05/07/2013	13	31.9	0	33	1.7	929.4
05/07/2013	14	32.3	0	32	1	827.6
05/07/2013	15	32.1	0	32	0.9	676
05/07/2013	16	31.9	0	34	1.4	452.8
05/07/2013	17	32	0	33	1.6	322.6
05/07/2013	18	30.6	0	36	2	127.9
05/07/2013	19	27.6	0	47	2.1	18
05/07/2013	20	23.8	0	60	1.4	0
05/07/2013	21	22.8	0	66	0.4	0
05/07/2013	22	21	0	78	0.8	0
06/07/2013	23	21	0	78	0.7	0
06/07/2013	00	21.4	0	76	1.6	0.2
06/07/2013	01	23	0	64	2.1	0.7
06/07/2013	02	22.8	0	65	2.2	0
06/07/2013	03	21.8	0	69	0.5	0
06/07/2013	04	19.9	0	81	0.5	4.2
06/07/2013	05	21.1	0	78	0.5	105
06/07/2013	06	23.7	0	68	2	234
06/07/2013	07	25.6	0	60	1	410.6
06/07/2013	08	27.8	0	49	2.8	597.7
06/07/2013	09	29.5	0	40	2.8	754.4
06/07/2013	10	30.6	0	36	3	864.5
06/07/2013	11	31.4	0	33	3.1	943.4
06/07/2013	12	31.5	0	32	4.8	976.7
06/07/2013	13	31.7	0	31	2.9	945
06/07/2013	14	31.7	0	31	2.9	838.4
06/07/2013	15	31.6	0	31	2.4	693
06/07/2013	16	31.5	0	31	2.1	519.3
06/07/2013	17	31.2	0	32	2.3	331.9
06/07/2013	18	29.6	0	37	0.9	120.9
06/07/2013	19	26.5	0	50	0.4	12.2
06/07/2013	20	23.1	0	63	0.3	0
06/07/2013	21	20.8	0	75	0.8	0
06/07/2013	22	20	0	79	0.8	0
07/07/2013	23	19.3	0	81	1.3	0
07/07/2013	00	19.2	0	79	1.1	0
07/07/2013	01	19.8	0	77	1.5	0.2
07/07/2013	02	20.3	0	76	1.4	0
07/07/2013	03	18.3	0	83	0.7	0
07/07/2013	04	17.8	0	86	1.5	0.2
07/07/2013	05	18.3	0	87	1	71.3
07/07/2013	06	21.5	0	78	1.7	207.2
07/07/2013	07	25	0	62	2.7	396.3
07/07/2013	08	27.1	0	51	4.5	598.2
07/07/2013	09	27.2	0	50	3.8	477.9
07/07/2013	10	28.8	0	47	2.8	825.3
07/07/2013	11	29.8	0	41	2.5	932.6
07/07/2013	12	29.6	0	41	2.9	799.7
07/07/2013	13	29.9	0	40	3.6	791.1
07/07/2013	14	30.2	0	39	3	725.1
07/07/2013	15	29.7	0	40	2.4	665.1
07/07/2013	16	29.7	0	39	2.3	518.1
07/07/2013	17	29.2	0	40	2.1	322.4
07/07/2013	18	28.4	0	43	1.9	132
07/07/2013	19	25.9	0	55	1.3	20.5
07/07/2013	20	22.3	0	68	0.3	0
07/07/2013	21	20.7	0	78	1.3	0
07/07/2013	22	19.6	0	82	1.1	0
08/07/2013	23	19.4	0	82	0.6	0
08/07/2013	00	19.1	0	83	1.5	0
08/07/2013	01	18.3	0	85	1.7	0
08/07/2013	02	17.8	0	86	1.6	0
08/07/2013	03	17.6	0	87	1.6	3.2
08/07/2013	04	18	0	86	0.6	4.6
08/07/2013	05	18.2	0	87	1.3	15.9
08/07/2013	06	19.7	0	85	1.7	88.4
08/07/2013	07	22.4	0	76	0.9	287.8
08/07/2013	08	25.4	0	63	2.1	462.7
08/07/2013	09	27.9	0	49	2	645.7
08/07/2013	10	28.6	0	44	3.5	827.8
08/07/2013	11	29.1	0	42	3	903.7
08/07/2013	12	29.7	0	40	2.9	922.2
08/07/2013	13	30.2	0	39	2.6	913
08/07/2013	14	30.5	0	38	2.7	767.1
08/07/2013	15	30.6	0	38	2.6	664.9
08/07/2013	16	30	0	41	3.3	479.8
08/07/2013	17	29.2	0	43	1.5	268.9
08/07/2013	18	28.3	0	44	2.7	126.7
08/07/2013	19	25.9	0	53	2.1	17.5
