Date	Hour	Temp [C]	Prec [mm]	RHave [%]	Wind [m/s]	Rad (W/m^2)
03/04/2013	22	5.4	0	79	3.2	0.2
04/04/2013	23	5.3	0	78	3	0.7
04/04/2013	00	6	0	74	3.2	3.2
04/04/2013	01	5.3	0	82	2.1	0
04/04/2013	02	5.4	0	84	1.4	0
04/04/2013	03	4.2	0	87	1.6	0
04/04/2013	04	3.9	0	87	2.2	0
04/04/2013	05	3.9	0	88	2.9	0
04/04/2013	06	4.3	0	91	2.2	63.5
04/04/2013	07	7.3	0	84	1.7	260.6
04/04/2013	08	10.3	0	74	2.4	359.6
04/04/2013	09	12.1	0	70	3.4	555.5
04/04/2013	10	12.6	0	68	3	393.3
04/04/2013	11	13	0	68	3.4	423.7
04/04/2013	12	12.2	0	70	3.9	266.1
04/04/2013	13	12.1	0	69	4.8	304.6
04/04/2013	14	11.8	0	70	4.5	187.9
04/04/2013	15	11.2	0	71	2.2	87.7
04/04/2013	16	10.7	0	74	2.3	36.5
04/04/2013	17	10.3	0	76	4	12.7
04/04/2013	18	10	0	78	4.7	1.8
04/04/2013	19	9.7	0.2	82	5.1	0
04/04/2013	20	9.4	1	86	5.6	0
04/04/2013	21	9.5	0.2	87	6.6	0.2
04/04/2013	22	9.7	1.4	88	9	0.9
05/04/2013	23	9.1	2.2	87	9.7	2.1
05/04/2013	00	8.4	1.6	87	9.4	3.5
05/04/2013	01	8.3	1.2	87	9.8	0
05/04/2013	02	8.1	1.4	87	10.7	5.3
05/04/2013	03	8.1	0.4	87	9.7	0
05/04/2013	04	8.2	3	88	8.4	3.7
05/04/2013	05	8.3	3	89	4.3	0
05/04/2013	06	8.5	1.6	89	5.4	3.9
05/04/2013	07	8.8	0.8	89	4.7	16.4
05/04/2013	08	8.9	2.4	90	5.4	21
05/04/2013	09	9	1	89	4	30.9
05/04/2013	10	8.8	0	89	3.4	57.9
05/04/2013	11	8.9	0.2	88	1.9	65.8
05/04/2013	12	9.1	0.4	89	2	66.5
05/04/2013	13	9.2	0.2	89	2.5	63.7
05/04/2013	14	9.2	0.6	90	2.4	70.6
05/04/2013	15	9.2	0.2	89	2.3	88.9
05/04/2013	16	9.6	0	88	3.4	76.6
05/04/2013	17	9.8	0	86	2.8	22.2
05/04/2013	18	9.5	0	88	3.8	4.6
05/04/2013	19	9.4	0.2	89	3.8	1.6
05/04/2013	20	9.3	0	90	3.7	0
05/04/2013	21	9.1	0	90	2.9	0
05/04/2013	22	8.6	0	90	2.3	0.7
06/04/2013	23	8	0	91	1.3	0
06/04/2013	00	7.1	0	91	1.6	0
06/04/2013	01	5.6	0	92	1.1	0
06/04/2013	02	5.4	0	92	0.6	0
06/04/2013	03	4.4	0	92	2.8	0.5
06/04/2013	04	3.6	0.2	93	0.7	0.9
06/04/2013	05	3.4	0	93	0.5	3
06/04/2013	06	3.9	0	93	0.8	63.9
06/04/2013	07	5.8	0	92	0.6	251.3
06/04/2013	08	9.4	0	91	1.3	410.3
06/04/2013	09	11.9	0	82	2.1	589.2
06/04/2013	10	13.2	0	72	1.6	507
06/04/2013	11	13.6	0	69	1.3	365.1
06/04/2013	12	14.6	0	65	3.2	656.6
06/04/2013	13	15.4	0	61	4	766
06/04/2013	14	15.8	0	62	3.5	722.3
06/04/2013	15	15.8	0	61	2.8	532.9
06/04/2013	16	15.2	0	65	2.4	318.9
06/04/2013	17	14.4	0	66	1.5	155.3
06/04/2013	18	11.9	0	75	2.9	13.8
06/04/2013	19	9.7	0	83	1	0
06/04/2013	20	8.3	0	88	2.1	0.2
06/04/2013	21	7.8	0	90	1.8	0
06/04/2013	22	7.5	0	90	2.2	0
07/04/2013	23	6.7	0	91	1.5	0.5
07/04/2013	00	7.1	0	91	1.4	2.3
07/04/2013	01	8	0	91	1.5	0.9
07/04/2013	02	8	0	91	1.3	1.8
07/04/2013	03	8.4	0	91	2	1.8
07/04/2013	04	8.2	0	87	2.6	0
07/04/2013	05	7.7	0	84	2	2.1
07/04/2013	06	7.8	0	81	2.1	88.2
07/04/2013	07	9.2	0	78	2.6	256.6
07/04/2013	08	10.8	0	72	3.1	462.3
07/04/2013	09	11.8	0	67	3.1	588.3
07/04/2013	10	12.4	0	64	2.7	563.3
07/04/2013	11	13.4	0	59	2.4	666.5
07/04/2013	12	13.9	0	60	4.5	601
07/04/2013	13	14.2	0	63	2.5	601.4
07/04/2013	14	13.9	0	59	1.9	563.3
07/04/2013	15	13.6	0	58	1.3	307.4
07/04/2013	16	13.1	0	60	2.1	119.8
07/04/2013	17	12.9	0	60	4.4	135
07/04/2013	18	11.1	0	66	2.9	16.8
07/04/2013	19	9.7	0	68	2.7	0
07/04/2013	20	8.5	0	70	1.2	0
07/04/2013	21	8.7	0	70	1.2	0
07/04/2013	22	9.1	0	68	1.8	1.2
08/04/2013	23	9.3	0	68	2.1	0
08/04/2013	00	8.9	0	75	1.8	0.2
08/04/2013	01	8.3	0	80	2.2	0
08/04/2013	02	7.8	0	80	2	0
08/04/2013	03	7.2	0	82	2	0.5
08/04/2013	04	6.3	0	80	1.1	0
08/04/2013	05	5.5	0	86	2.8	4.8
08/04/2013	06	6.3	0	82	1.2	82.6
08/04/2013	07	8	0	78	2.9	239.6
08/04/2013	08	10.1	0	63	4.9	405
08/04/2013	09	10.9	0	58	3.5	474
08/04/2013	10	11	0	57	4.5	339.5
08/04/2013	11	11.2	0	57	4.4	315
08/04/2013	12	11.5	0	57	4.6	285.7
08/04/2013	13	12.1	0	54	4.5	434.8
08/04/2013	14	11.6	0	56	2.8	293.6
08/04/2013	15	11.1	0	57	2.8	193.4
08/04/2013	16	10.5	0	60	3.1	132.7
08/04/2013	17	10.1	0	63	2.1	81.2
08/04/2013	18	9.3	0	67	2.7	15
08/04/2013	19	8.8	0	70	3	0
08/04/2013	20	8.4	0.2	73	3.4	0
08/04/2013	21	7.9	0.4	78	2.1	0
08/04/2013	22	7.4	1.2	84	2.8	0
09/04/2013	23	7.1	0.6	88	2.6	0
09/04/2013	00	7	0.2	87	2.7	0
09/04/2013	01	6.8	0	87	1.7	0.5
09/04/2013	02	6.7	0.2	88	2.3	1.2
09/04/2013	03	6.6	0	89	1.3	1.2
09/04/2013	04	6.7	0	88	2	1.6
09/04/2013	05	6.7	0	88	1.4	2.1
09/04/2013	06	6.7	0	88	1.8	37.2
09/04/2013	07	7.2	0	85	1.4	101.3
09/04/2013	08	7.8	0	83	1.8	144
09/04/2013	09	8.7	0	80	2	290.8
09/04/2013	10	9.9	0	74	1.5	361.4
09/04/2013	11	10.8	0	70	1	463.9
09/04/2013	12	11.9	0	68	0.4	561.7
09/04/2013	13	13.1	0	65	0.8	578.3
09/04/2013	14	13.3	0	66	1.8	360.2
09/04/2013	15	13.5	0	67	1.8	279.7
09/04/2013	16	13.2	0	71	2.1	225.9
09/04/2013	17	12.3	0	76	1.6	94.2
09/04/2013	18	11	0	79	2.5	14.5
09/04/2013	19	10	0	83	1.9	0
09/04/2013	20	9.8	0	87	1.7	0.2
09/04/2013	21	10.2	0	85	3.5	0
09/04/2013	22	10.1	0.2	86	2.1	0
10/04/2013	23	9.6	0.8	89	0.6	1.8
10/04/2013	00	8.9	0.2	90	1.6	0
10/04/2013	01	8.8	0	90	0.8	0
10/04/2013	02	8.3	0	91	0.3	1.6
10/04/2013	03	8.6	0	91	0.5	2.8
10/04/2013	04	8.9	0	91	0.8	0.7
10/04/2013	05	8.8	0	91	0.9	0
10/04/2013	06	9.1	0	91	1.4	41.8
10/04/2013	07	9.9	0	87	3.5	184.9
10/04/2013	08	10.5	0	82	2	235.6
10/04/2013	09	11.6	0	78	2.1	356.6
10/04/2013	10	12	0	76	1.6	298.6
10/04/2013	11	12.7	0	74	2.5	441
10/04/2013	12	13.3	0	71	2.2	497.1
10/04/2013	13	14	0	67	1.3	490.9
10/04/2013	14	15.6	0	63	1.9	685.4
10/04/2013	15	16.2	0	61	1	506.3
10/04/2013	16	16.1	0	64	4.5	287.6
10/04/2013	17	14.2	0	72	2.8	86.8
10/04/2013	18	13	0	77	3.2	24
10/04/2013	19	11.1	0	82	3.4	0
10/04/2013	20	10	0	83	2.6	0
10/04/2013	21	8.8	0	86	1.1	0
10/04/2013	22	7.3	0	90	1.2	0
11/04/2013	23	7.5	0	91	2.3	0
11/04/2013	00	7.2	0	91	0.4	0
11/04/2013	01	6.3	0	91	0.7	0.2
11/04/2013	02	5.1	0	92	0.1	0
11/04/2013	03	4.3	0	92	0.8	0
11/04/2013	04	4.1	0	92	0.7	0
11/04/2013	05	3.8	0	93	1.9	1.6
11/04/2013	06	5.6	0	92	1.1	56.3
11/04/2013	07	7.2	0	92	0.7	153.7
11/04/2013	08	9.1	0	91	1.4	220.4
11/04/2013	09	10.6	0	91	1.2	350.3
11/04/2013	10	13.6	0	85	2.7	756.7
11/04/2013	11	16.9	0	67	1.8	871
11/04/2013	12	18.1	0	55	1.4	859
11/04/2013	13	18.7	0	49	1.3	584.6
11/04/2013	14	18.8	0	50	1.4	536.8
11/04/2013	15	19.1	0	50	1.3	348.9
11/04/2013	16	17.9	0	55	2.2	118.6
11/04/2013	17	16.9	0	64	3.7	84.5
11/04/2013	18	15.2	0	66	3.3	19.2
11/04/2013	19	14.1	0	65	4.4	0
11/04/2013	20	13.5	0	67	4.1	0
11/04/2013	21	13.5	0	73	3.9	0
11/04/2013	22	12.9	0	78	3.4	0
12/04/2013	23	12.5	0	78	4.2	0
12/04/2013	00	14.1	0	67	5.4	4.6
12/04/2013	01	14.7	0	66	4.1	1.2
12/04/2013	02	14.1	0	70	4.9	0
12/04/2013	03	13.8	0	71	4.4	1.2
12/04/2013	04	13.8	0	69	5.3	0
12/04/2013	05	13.4	0	67	5.6	0.5
12/04/2013	06	14.2	0	63	7.5	60.2
12/04/2013	07	15.5	0	62	6.2	283.6
12/04/2013	08	16.6	0	62	8.2	422.8
12/04/2013	09	16.4	0	64	8.3	339.5
12/04/2013	10	17.4	0	64	7.1	481.4
12/04/2013	11	19.3	0	58	6.9	532.2
12/04/2013	12	20.3	0	53	5.7	573.3
12/04/2013	13	22.4	0	45	4.6	846.3
12/04/2013	14	22.3	0	45	4.3	732.3
12/04/2013	15	21.4	0	50	3.1	450.9
12/04/2013	16	20.9	0	54	3.1	279.7
12/04/2013	17	20.6	0	54	2.1	180.9
12/04/2013	18	18.7	0	49	2.2	36.9
12/04/2013	19	15.8	0	49	3.3	0
12/04/2013	20	13.2	0	55	3	0
12/04/2013	21	11.1	0	60	2.9	2.3
12/04/2013	22	10.2	0	65	2.5	0
13/04/2013	23	9.3	0	71	1.6	0
13/04/2013	00	9	0	70	1.7	3
13/04/2013	01	8.9	0	70	1.3	2.1
13/04/2013	02	7.9	0	74	2.7	1.8
13/04/2013	03	8.5	0	75	1.9	0
13/04/2013	04	8	0	78	1.3	0
13/04/2013	05	7.9	0	80	1.8	5.1
13/04/2013	06	8.9	0	80	1.6	99.5
13/04/2013	07	13.2	0	68	3.3	300.2
13/04/2013	08	15.3	0	64	4.8	488.3
13/04/2013	09	16.7	0	60	4.3	556.9
13/04/2013	10	18.4	0	53	3.3	798.7
13/04/2013	11	19.3	0	50	2.8	778.4
13/04/2013	12	19.8	0	50	2.4	749.3
13/04/2013	13	20.2	0	49	2.1	564
13/04/2013	14	21.2	0	47	1.2	695.3
13/04/2013	15	21.5	0	45	1.2	545.6
13/04/2013	16	21.5	0	44	1.7	388.9
13/04/2013	17	21.1	0	47	0.3	153.7
13/04/2013	18	17.2	0	68	3.1	24.5
13/04/2013	19	14.7	0	77	3.6	0
13/04/2013	20	13.1	0	79	3	0.2
13/04/2013	21	11.9	0	82	1.9	0
13/04/2013	22	10.9	0	83	2.3	0
14/04/2013	23	10.5	0	83	1.7	1.6
14/04/2013	00	10.1	0	82	1.8	0
14/04/2013	01	8.8	0	85	1.1	0
14/04/2013	02	8.5	0	85	0.3	0
14/04/2013	03	7.5	0	88	0.7	0
14/04/2013	04	7.7	0	88	0.7	0
14/04/2013	05	7	0	88	0.1	9
14/04/2013	06	7.4	0	89	1.2	111
14/04/2013	07	11.6	0	80	1	301.4
14/04/2013	08	14.7	0	71	1.8	493.2
14/04/2013	09	17.2	0	65	1.9	667.2
14/04/2013	10	18.9	0	61	1.6	796.9
14/04/2013	11	20.1	0	57	1.7	871.7
14/04/2013	12	21.1	0	53	1.5	887.4
14/04/2013	13	22	0	48	1.3	846.7
14/04/2013	14	22.6	0	45	1.3	740.3
14/04/2013	15	22.5	0	45	2.6	584.1
14/04/2013	16	22.3	0	47	1.6	390
14/04/2013	17	21	0	53	3.2	184.4
14/04/2013	18	17.7	0	63	2.9	33.2
14/04/2013	19	15.1	0	69	2.7	0
14/04/2013	20	13.7	0	73	2.7	0
14/04/2013	21	12.4	0	76	1.5	1.8
14/04/2013	22	11.5	0	80	1.6	0.5
15/04/2013	23	11.2	0	82	1	0
15/04/2013	00	10.7	0	84	0.7	0
15/04/2013	01	9.5	0	87	0.6	0
15/04/2013	02	9.1	0	89	0.3	0
15/04/2013	03	8.4	0	90	1.8	0
15/04/2013	04	8.2	0	90	1.2	0
15/04/2013	05	7.8	0	91	0.9	8.1
15/04/2013	06	9.4	0	91	0.2	112.2
15/04/2013	07	13.2	0	84	1.8	294
15/04/2013	08	15.9	0	74	1.4	498.3
15/04/2013	09	17.9	0	63	2.2	673.2
15/04/2013	10	19.8	0	53	2.1	804.7
15/04/2013	11	21.2	0	48	2.7	885.7
15/04/2013	12	21.9	0	45	2.3	896.4
15/04/2013	13	22.3	0	41	2.6	854.1
15/04/2013	14	22.3	0	41	3	752.1
15/04/2013	15	21.9	0	41	2.6	594.5
15/04/2013	16	21.1	0	43	2.4	396.3
15/04/2013	17	19.5	0	49	1.6	168.2
15/04/2013	18	16.9	0	63	2.1	22.8
15/04/2013	19	15.2	0	69	2.9	0
15/04/2013	20	14.6	0	68	1.8	0.2
15/04/2013	21	13.3	0	74	1.7	0
15/04/2013	22	12.2	0	78	0.7	2.5
16/04/2013	23	12.1	0	81	1.6	2.3
16/04/2013	00	11.4	0	85	1.3	0
16/04/2013	01	11.1	0	86	0.5	0.7
16/04/2013	02	10.7	0	86	1	0
16/04/2013	03	10.5	0	88	1.4	0
16/04/2013	04	10.2	0	90	1.1	0
16/04/2013	05	8.9	0	90	1	9.9
16/04/2013	06	10.1	0	90	0.9	102.5
16/04/2013	07	13.3	0	87	0.7	269.6
16/04/2013	08	16.3	0	78	1.9	462.3
16/04/2013	09	18.1	0	66	1.7	662.8
16/04/2013	10	19.7	0	53	1.8	781.7
16/04/2013	11	21	0	49	2.1	870.3
16/04/2013	12	21.7	0	46	1.7	883.7
16/04/2013	13	22.5	0	44	2.6	837.7
16/04/2013	14	22.5	0	46	2.7	650.8
16/04/2013	15	21.9	0	45	2.4	563.8
16/04/2013	16	21	0	48	3.1	375.7
16/04/2013	17	19.7	0	51	3.4	192.7
16/04/2013	18	17.2	0	59	1.9	33.7
16/04/2013	19	14	0	71	1.1	0
16/04/2013	20	12.3	0	79	1.3	0
16/04/2013	21	11.8	0	82	0.7	0.7
16/04/2013	22	11.8	0	83	0.4	0
17/04/2013	23	10.4	0	87	0.5	0.7
17/04/2013	00	9.9	0	90	0.2	0
17/04/2013	01	9.8	0	90	0.4	1.2
17/04/2013	02	11	0	91	0.3	3.9
17/04/2013	03	11.2	0	91	0.4	0.5
17/04/2013	04	11.1	0	91	0.3	0
17/04/2013	05	11.4	0	91	0.2	12.2
17/04/2013	06	11	0	91	1.8	69
17/04/2013	07	12.6	0	91	1.5	205.6
17/04/2013	08	14.8	0	88	1.1	512.8
17/04/2013	09	18.1	0	66	0.7	670.7
17/04/2013	10	20.4	0	50	0.9	804.7
17/04/2013	11	21.9	0	44	1.3	881.4
17/04/2013	12	22.6	0	43	1.8	900.5
17/04/2013	13	23.7	0	36	1.1	848.8
17/04/2013	14	24.1	0	39	2.2	706.9
17/04/2013	15	24	0	37	1.7	498.7
17/04/2013	16	23.8	0	42	1.1	371.8
17/04/2013	17	22	0	48	2.3	150.2
17/04/2013	18	19.1	0	57	3.4	46.4
17/04/2013	19	16.1	0	61	2.7	0.5
17/04/2013	20	15.5	0	59	2.5	0
17/04/2013	21	15.1	0	58	1.8	0
17/04/2013	22	13.8	0	62	2.2	0
18/04/2013	23	12.6	0	65	0.3	0
18/04/2013	00	11.2	0	72	0.5	0
18/04/2013	01	10.5	0	76	0.9	1.4
18/04/2013	02	9.7	0	81	0.9	0.5
18/04/2013	03	9.2	0	84	0.5	0.5
18/04/2013	04	8.5	0	87	0.2	3.2
18/04/2013	05	8.3	0	88	0.7	12
18/04/2013	06	10.1	0	86	0.9	122.8
18/04/2013	07	14.6	0	72	1.5	305.6
18/04/2013	08	17.6	0	65	1.8	503.3
18/04/2013	09	20.2	0	57	1.1	661.4
18/04/2013	10	22.2	0	50	1.7	789.7
18/04/2013	11	23.3	0	43	1	867
18/04/2013	12	24.5	0	39	1.1	886.2
18/04/2013	13	25.8	0	36	1.7	840
18/04/2013	14	26.2	0	36	2	736.7
18/04/2013	15	26.3	0	39	2.6	582.3
18/04/2013	16	24.6	0	49	3.7	386.6
18/04/2013	17	23	0	49	3.4	190.9
18/04/2013	18	19.9	0	58	2.7	39.7
18/04/2013	19	17.1	0	66	2.1	0
18/04/2013	20	16.3	0	68	2.6	0
18/04/2013	21	14.6	0	73	1.4	0.7
18/04/2013	22	14.2	0	75	2.1	0
19/04/2013	23	13.5	0	79	1.7	0
19/04/2013	00	12.7	0	82	0.4	0
19/04/2013	01	11.4	0	87	1.6	0
19/04/2013	02	11.5	0	86	0.8	0.9
19/04/2013	03	10.8	0	85	2.9	0
19/04/2013	04	11.1	0	88	1.4	0
19/04/2013	05	10.2	0	89	1.1	7.6
19/04/2013	06	11.4	0	90	0.6	110.8
19/04/2013	07	14.7	0	82	1.1	287.3
19/04/2013	08	18.4	0	70	2	474.9
19/04/2013	09	20.8	0	59	3	651
19/04/2013	10	22.9	0	53	3.6	795.7
19/04/2013	11	24.5	0	47	2.6	870.3
19/04/2013	12	25.4	0	47	3.1	882.3
19/04/2013	13	24.8	0	49	3.5	825.3
19/04/2013	14	24.2	0	46	4.4	739.4
19/04/2013	15	23.3	0	47	7.1	582.5
19/04/2013	16	22.3	0	48	3.9	352.4
19/04/2013	17	21	0	54	3.8	180.2
19/04/2013	18	18.7	0	65	1.7	27
19/04/2013	19	16.7	0	71	3.9	0
19/04/2013	20	16.6	0	71	4	1.8
19/04/2013	21	16.5	0	72	4.3	0
19/04/2013	22	15.9	0	74	4.5	1.2
20/04/2013	23	15	0	78	2.3	0
20/04/2013	00	13.9	0	82	1.7	0
20/04/2013	01	13.1	0	84	2.3	0
20/04/2013	02	12.7	0	85	1.6	0
20/04/2013	03	11.9	0	87	2	0
20/04/2013	04	12.4	0	85	2.6	0
20/04/2013	05	12.5	0	83	1.1	4.8
20/04/2013	06	13.5	0	82	1.4	36.9
20/04/2013	07	14.9	0	85	1.8	61.2
20/04/2013	08	15.3	0.2	80	1.5	142.6
20/04/2013	09	17.1	0	72	1.8	254.6
20/04/2013	10	17.8	0	65	1.4	142.2
20/04/2013	11	17.9	0	70	2.4	252.7
20/04/2013	12	19	0	70	2.8	453.5
20/04/2013	13	18.9	0	71	3.5	418.9
20/04/2013	14	19.3	0	70	5.8	589.6
20/04/2013	15	18.2	0	69	8.2	413.8
20/04/2013	16	17.8	0	65	5.7	149.5
20/04/2013	17	16.9	0	67	4.8	38.5
20/04/2013	18	15.6	0	77	1.6	10.6
20/04/2013	19	15.2	0	76	3.8	0
20/04/2013	20	14.4	0	81	2.9	0
20/04/2013	21	13.9	0	85	2.8	3.2
20/04/2013	22	13.8	0.2	86	1	0
21/04/2013	23	13.6	0	88	0.8	1.6
21/04/2013	00	13.4	0	89	1.7	2.5
21/04/2013	01	13.3	0	88	1.4	0
21/04/2013	02	13.2	0.2	89	2	0.9
21/04/2013	03	13	0	88	1	0
21/04/2013	04	12.8	0.4	89	0.7	2.3
21/04/2013	05	12.6	0	90	1.5	4.4
21/04/2013	06	12.9	0	90	0.8	60.2
21/04/2013	07	14.1	0	86	1.1	168.7
21/04/2013	08	15.1	0	77	0.8	206.8
21/04/2013	09	15.2	0.2	77	0.8	110.5
21/04/2013	10	15.2	0	78	0.7	159
21/04/2013	11	15.2	0	78	2	85.4
21/04/2013	12	15.5	0	78	3	179.1
21/04/2013	13	15.1	0	79	1.5	193.9
21/04/2013	14	15.5	0.2	78	2.4	209.1
21/04/2013	15	16	0	76	1.7	294
21/04/2013	16	16.7	0	72	0.7	285.5
21/04/2013	17	15.8	0	74	0.3	73.9
21/04/2013	18	14.5	0	75	0.9	17.3
21/04/2013	19	13	0	79	1.4	0
21/04/2013	20	12.5	0	79	1.3	0
21/04/2013	21	11.9	0	82	1.2	0
21/04/2013	22	10.7	0	85	1	1.4
22/04/2013	23	10.7	0	87	0.9	0.2
22/04/2013	00	11	0	86	2.7	0
22/04/2013	01	11.1	0	87	1	0
22/04/2013	02	11	0	87	1.3	0
22/04/2013	03	10.7	0	88	0.6	0
22/04/2013	04	10.5	0	88	0.8	0
22/04/2013	05	10.8	0	89	1	5.5
22/04/2013	06	11.2	0	90	1.5	18.5
22/04/2013	07	12	0.8	89	0.8	137.8
22/04/2013	08	13.9	0	77	2.2	501.7
22/04/2013	09	14.8	0	69	2.7	306.5
22/04/2013	10	15.7	0	65	2.1	705.7
22/04/2013	11	16.8	0	61	4.4	673.9
22/04/2013	12	16.8	0	61	4.6	411.7
22/04/2013	13	13.7	0.4	74	2.6	89.1
22/04/2013	14	12.4	1.2	83	3.4	86.5
22/04/2013	15	12.4	0.8	82	3.4	212.6
22/04/2013	16	13.3	0	73	2.5	191.3
22/04/2013	17	13.5	0	74	2.5	89.1
22/04/2013	18	12.1	1	76	3.1	27.9
22/04/2013	19	10.8	2.2	83	4.5	0
22/04/2013	20	9.5	0	84	2	0.2
22/04/2013	21	9.4	0.2	86	1.6	0
22/04/2013	22	10	3.4	87	4.4	2.5
23/04/2013	23	9.5	0.2	87	2.1	0.2
23/04/2013	00	8.3	0	89	2.4	0
23/04/2013	01	7.8	0	90	0.6	0
23/04/2013	02	8.1	0	91	1.6	0
23/04/2013	03	7.9	0	91	1.8	0
23/04/2013	04	7.5	0	91	3	0
23/04/2013	05	9	0	91	3.6	10.2
23/04/2013	06	10.1	0	91	2.4	70.2
23/04/2013	07	11	0	91	3	236.6
23/04/2013	08	12.9	0.2	87	2.5	506.8
23/04/2013	09	14.7	0	78	2.3	687.5
23/04/2013	10	15.7	0	69	0.9	465
23/04/2013	11	17.3	0	62	0.7	741.5
23/04/2013	12	17.4	0	60	1.5	458.8
23/04/2013	13	17.3	0	61	1.5	341.1
23/04/2013	14	17.5	0	62	3.3	335.8
23/04/2013	15	18	0	58	2.2	459
23/04/2013	16	18.8	0	56	1.9	426
23/04/2013	17	17.6	0	58	1.7	213.2
23/04/2013	18	15.5	0	65	1.5	51.5
23/04/2013	19	12.5	0	79	1.1	0
23/04/2013	20	11.1	0	84	0.8	0
23/04/2013	21	9.7	0	86	1.4	0
23/04/2013	22	9.2	0	88	0.7	0
24/04/2013	23	8.6	0	89	0.3	1.4
24/04/2013	00	7.4	0	90	0.7	0
24/04/2013	01	6.7	0	91	0.4	0
24/04/2013	02	5.9	0	92	0.5	0
24/04/2013	03	5.6	0	92	0.6	0
24/04/2013	04	4.9	0	92	0.7	0
24/04/2013	05	5	0	92	0.1	10.4
24/04/2013	06	6.5	0	92	0.6	118.2
24/04/2013	07	9.9	0	91	1.1	323.3
24/04/2013	08	13.6	0	90	1.1	568.2
24/04/2013	09	16.5	0	72	1.2	644.6
24/04/2013	10	17.9	0	62	1.4	844.2
24/04/2013	11	18.9	0	57	1.9	910.4
24/04/2013	12	19.8	0	53	1.1	887.8
24/04/2013	13	20.7	0	50	1.8	893.4
24/04/2013	14	21.3	0	50	1.4	783
24/04/2013	15	21.2	0	50	2	570.3
24/04/2013	16	21	0	51	2.9	424.2
24/04/2013	17	19.7	0	60	2.5	199.2
24/04/2013	18	17.6	0	65	2.1	52.6
24/04/2013	19	15.2	0	71	1.9	0
24/04/2013	20	14.2	0	72	1.8	0
24/04/2013	21	13.2	0	72	0.7	0
24/04/2013	22	11.6	0	80	0.9	0
25/04/2013	23	11	0	81	0.6	0
25/04/2013	00	9.2	0	87	0.7	0.2
25/04/2013	01	8.5	0	90	0.7	0
25/04/2013	02	8.3	0	90	0.5	0.7
25/04/2013	03	7.7	0	91	1	0.9
25/04/2013	04	8	0	91	1	2.1
25/04/2013	05	7.8	0	91	1.1	22.6
25/04/2013	06	10	0	91	1.3	159
25/04/2013	07	13.6	0	82	2.5	337.4
25/04/2013	08	16.4	0	71	1.4	527.1
25/04/2013	09	18.9	0	62	1.1	693
25/04/2013	10	20.6	0	56	1.7	808.2
25/04/2013	11	21.5	0	49	1.7	885
25/04/2013	12	22.2	0	47	1.2	889.7
25/04/2013	13	22.9	0	43	2.2	847.2
25/04/2013	14	23.3	0	44	2.5	744.3
25/04/2013	15	23.1	0	43	2.3	575.1
25/04/2013	16	22.5	0	43	2.5	386.1
25/04/2013	17	20.9	0	48	1.5	174.2
25/04/2013	18	18.6	0	57	1.1	34.8
25/04/2013	19	16	0	63	2.4	0.7
25/04/2013	20	15.2	0	66	2.3	0
25/04/2013	21	14.5	0	67	2.2	1.6
25/04/2013	22	13.3	0	72	2.3	0
26/04/2013	23	11.7	0	79	2.1	0
26/04/2013	00	12.2	0	79	1	0
26/04/2013	01	11.6	0	82	0.8	0
26/04/2013	02	11.7	0	82	0.8	0.7
26/04/2013	03	12.3	0	83	0.9	2.5
26/04/2013	04	12.3	0	83	0.7	0.9
26/04/2013	05	12.3	0	85	1	15.7
26/04/2013	06	13	0	85	1.2	61.2
26/04/2013	07	15.6	0	77	0.8	244.6
26/04/2013	08	17.4	0	67	0.6	289.4
26/04/2013	09	18.9	0	59	1.1	523
26/04/2013	10	20.4	0	52	1	692.3
26/04/2013	11	21.6	0	47	1.3	782.3
26/04/2013	12	20.7	0	57	2.6	330.7
26/04/2013	13	21	0	59	2.2	361.9
26/04/2013	14	20.3	0	59	3.4	330
26/04/2013	15	19.9	0	58	2.6	350.3
26/04/2013	16	20	0	59	1.8	291.2
26/04/2013	17	19	0	63	0.6	80.8
26/04/2013	18	17.9	0	68	0.8	19.4
26/04/2013	19	17.3	0	69	1.3	0
26/04/2013	20	16	0	75	0.7	0
26/04/2013	21	14.5	0	83	0.8	0
26/04/2013	22	13.8	0	84	1.6	0
27/04/2013	23	13	0	85	1.2	0
27/04/2013	00	13.3	0	77	2.6	0
27/04/2013	01	12.5	0	72	1.4	0
27/04/2013	02	13.1	0	73	0.3	0.5
27/04/2013	03	12.9	0	76	1.9	0
27/04/2013	04	13.3	0	74	1.1	0
27/04/2013	05	13.6	0	75	1.2	17.5
27/04/2013	06	14.1	0	76	2.1	31.8
27/04/2013	07	15	0	75	2.2	63.7
27/04/2013	08	15.1	0	77	1.2	55.6
27/04/2013	09	15.7	0	77	2.5	93.2
27/04/2013	10	16.7	0.2	75	3.5	108.7
27/04/2013	11	17	0	72	1.9	114.7
27/04/2013	12	17.6	0	74	2.5	129.5
27/04/2013	13	17.9	0	75	1.6	140.3
27/04/2013	14	17.4	1.4	79	1.8	81.7
27/04/2013	15	16.7	0.2	84	1.2	64.4
27/04/2013	16	16.7	0	83	1.4	37.2
27/04/2013	17	16.7	0	82	1.5	36.2
27/04/2013	18	16.6	0	83	1.7	27
27/04/2013	19	16	0	85	1.4	0.2
27/04/2013	20	15.7	0	83	2.8	0
27/04/2013	21	15.6	0	80	3.3	0.5
27/04/2013	22	15	0	80	3.2	0.2
28/04/2013	23	14.8	0	79	3.7	0
28/04/2013	00	15	0	79	1.9	0
